,spring-petclinic-config-server.org.springframework.samples.petclinic.config.ConfigServerApplication,spring-petclinic-discovery-server.org.springframework.samples.petclinic.discovery.DiscoveryServerApplication,spring-petclinic-admin-server.org.springframework.samples.petclinic.admin.SpringBootAdminApplication,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.Specialty,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.Vet,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.VetRepository,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.CacheConfig,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.VetsProperties$Cache,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.VetsProperties,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.web.VetResource,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.VetsServiceApplication,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.application.CustomersServiceClient,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.application.VisitsServiceClient,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.boundary.web.ApiGatewayController,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.OwnerDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.PetDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.PetType,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.VisitDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.Visits,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.ApiGatewayApplication,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.Owner,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.OwnerRepository,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.Pet,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.PetRepository,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.PetType,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.OwnerResource,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetDetails,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetRequest,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetResource,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.ResourceNotFoundException,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.CustomersServiceApplication,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.model.Visit,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.model.VisitRepository,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.web.VisitResource$Visits,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.web.VisitResource,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.VisitsServiceApplication
490,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,5,5,5,5,5,5,5,5,5,5,12,12,12,7,7,7,7,7,7,7,7
491,7,6,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,9,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5
492,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
493,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
494,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,4,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
495,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11
496,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
497,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
498,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4
499,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
500,2,2,2,2,2,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
501,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
502,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10
503,10,10,10,10,10,10,4,4,15,11,4,4,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
504,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
505,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10
506,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
507,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
508,3,3,3,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
509,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
510,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3
511,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,3,3,3,3,3,3,3,3,3,3,3,3,3
512,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
513,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,11,7,7,7
514,7,5,5,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,13
515,6,3,3,3,3,3,3,3,3,3,3,11,3,3,3,3,13,10,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7
516,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
517,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,3,3,3,3,3,3,5,5,5,5
518,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
519,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16
520,16,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
521,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
522,3,11,3,3,3,3,3,3,3,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
523,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3,3
524,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6
525,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
526,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
527,3,3,3,3,10,3,3,9,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
528,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
529,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
530,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,14,3,3,10
531,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
532,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,16,3,3,10,3,3,3,3,5,5,5,5,5,5
533,5,5,5,5,5,5,5,5,5,5,5,5,14,5,5,5,5,5,5,5,5,5,5,5,5,8,14,14,14,14,14,14,14,12,1,1
534,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
535,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
536,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
537,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,3,3,3,3,3,3,3,3,3,3,3,3
538,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
539,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
540,3,3,3,3,3,3,3,2,4,14,14,6,6,6,6,6,6,6,6,6,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
541,6,6,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3
542,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,3,3,3,3,6,6,6,6,6,6,6,1,1,1,1,1,1
543,1,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
544,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3,3,3,3,3,3,3,3,3,14,14,14,14,14,14,14,14,14,14,14,14,14
545,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
546,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
547,14,14,14,14,14,14,14,14,13,8,8,14,14,14,14,14,14,14,14,14,14,14,14,9,14,14,14,14,14,14,14,14,14,14,14,14
548,14,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
549,5,5,5,5,10,5,7,5,5,5,5,5,5,5,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,14,14,14
550,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,5,5,5,5,5,5
551,5,5,5,5,5,5,5,5,5,15,5,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5
552,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8
553,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
554,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
555,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
556,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,14,14,14,14,5,5,5,5,5,5,5,5,5,5,5
557,5,5,5,5,5,5,5,5,5,5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
558,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
559,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,7,7,7,5,5,5,5,5,5,7
560,7,7,7,7,7,5,5,5,5,5,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1
561,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,5,5,1,1,1,1,1,1,1,1
562,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6
563,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,8,7,7,7,7,7
564,7,7,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
565,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5
566,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
567,7,7,7,7,7,7,7,7,14,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
568,1,1,1,6,5,5,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,6
569,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10
570,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,5,1
571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,5,5
572,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
573,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,5,5,3,3,3,3,3,5,5,5
574,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
575,6,6,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,8,8,8,8,8,8,8
576,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2
577,2,2,2,2,2,2,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
578,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10
579,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
580,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,14,14,5,5,5,2,2,2,5,5,5,5,5,5,7,5,5
581,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,11,8,8,8,8,8,5,5
582,5,5,5,5,5,5,5,5,13,5,5,7,5,5,5,5,5,5,5,5,5,5,8,8,8,11,2,2,2,2,2,2,2,2,11,11
583,11,12,15,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,6,12,12,12,2,2,2,2,2,2,2,2
584,2,2,2,12,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5
585,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
586,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
587,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,8,8,8,8,8,8,8
588,8,8,8,8,8,8,8,8,8,8,8,8,14,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
589,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11
590,11,11,11,5,5,5,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,8,8,8,8,8,8,8,8
591,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10
593,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10
594,10,10,10,10,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11
595,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
596,11,11,11,11,11,11,11,11,11,7,7,7,7,7,7,7,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
597,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,3,3,3,3,3,3,3
599,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
600,3,11,4,11,12,11,12,11,7,1,1,9,5,5,5,5,5,9,9,9,12,9,12,9,9,12,12,9,11,3,11,3,11,11,11,3
601,3,11,4,11,12,11,12,11,7,1,1,9,3,11,3,10,4,4,11,11,11,2,11,11,11,3,11,5,11,6,6,6,6,6,6,4
602,3,11,4,11,12,11,12,11,7,1,1,9,5,5,5,5,1,11,1,11,9,9,2,9,11,10,7,10,10,9,11,11,11,11,11,9
603,3,11,4,11,12,11,12,11,7,1,1,9,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,8,5,5,9,9,9,9,9
604,3,11,4,11,12,11,3,10,11,9,11,2,3,4,11,11,11,3,11,4,4,11,4,3,11,11,11,11,11,11,2,11,11,11,11,11
605,3,11,4,11,12,11,12,11,11,9,9,1,4,11,11,11,4,4,11,4,4,4,4,3,3,3,4,4,11,3,4,4,11,4,11,3
606,3,11,4,11,12,11,12,11,10,4,11,11,11,9,9,11,4,11,11,11,11,9,9,11,1,9,2,11,9,11,2,2,2,2,2,11
607,3,11,4,11,12,11,12,11,11,11,1,5,5,11,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,11,5,8,8,9,9,9
608,3,11,4,11,12,11,12,11,11,11,1,1,4,4,4,11,11,9,1,11,11,4,11,4,4,4,4,11,4,11,4,11,11,11,11,11
609,3,11,4,11,12,11,12,11,11,11,1,1,11,4,1,4,11,11,11,11,4,4,4,11,4,4,11,11,11,4,11,11,11,4,5,12
610,3,11,4,11,12,11,12,11,11,11,1,5,5,5,11,9,9,9,11,11,11,9,9,9,9,11,9,11,2,2,9,9,10,2,11,9
611,3,11,4,11,12,11,12,11,11,11,1,5,3,10,11,11,11,9,9,11,11,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9
612,3,11,4,11,12,11,12,11,11,11,1,5,5,5,5,5,5,9,9,9,9,9,9,3,4,11,11,4,10,11,2,11,11,4,11,11
613,3,11,4,11,12,11,12,11,11,11,9,1,11,11,11,4,4,11,11,4,4,4,4,1,11,4,4,11,4,11,4,11,11,11,11,11
614,3,11,4,11,12,11,12,11,11,11,1,5,5,5,5,5,5,9,9,9,9,12,12,9,11,4,5,11,11,11,11,11,11,4,11,11
615,11,11,11,12,11,9,9,9,4,4,11,4,11,11,4,11,11,9,11,4,11,4,4,4,4,4,11,11,11,11,11,11,11,4,1,4
616,3,11,4,11,12,11,12,11,11,11,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,9,9
617,3,11,4,11,12,11,12,11,11,11,1,5,5,5,5,4,5,5,9,3,5,5,5,5,5,5,5,5,5,5,5,5,5,9,12,12
618,3,11,4,11,12,11,2,11,6,4,4,2,4,1,11,1,11,2,11,11,2,2,4,1,11,9,9,11,11,11,9,9,11,2,2,2
619,3,11,4,11,12,1,1,5,5,5,5,5,3,5,4,4,4,4,5,4,11,4,4,11,1,11,2,4,4,4,4,4,4,1,4,1
620,3,11,4,11,12,11,12,11,11,11,1,5,5,5,5,5,5,9,9,9,9,9,10,5,2,5,5,5,5,9,5,12,12,12,12,12
621,3,11,4,11,12,3,1,1,10,10,10,10,9,10,1,9,4,9,9,4,1,11,11,1,1,9,4,4,1,4,4,1,4,1,4,1
622,3,11,4,11,12,11,12,11,11,11,1,5,1,1,1,11,2,2,1,2,11,4,9,11,4,1,2,2,11,4,1,11,4,11,4,1
623,3,11,4,11,12,11,12,11,11,11,1,5,5,5,5,5,9,9,9,9,3,4,12,11,9,1,2,2,4,2,4,11,1,1,4,4
624,3,11,7,2,9,9,6,1,9,6,7,10,4,4,4,11,2,11,1,1,11,11,2,6,2,6,6,6,1,2,11,2,11,11,11,11
625,3,11,4,11,12,11,12,9,2,1,9,9,4,2,2,2,9,2,11,10,7,2,2,4,2,7,2,7,4,7,1,4,7,1,1,4
626,3,11,4,11,12,11,12,9,2,1,9,9,4,9,7,4,7,1,1,9,9,9,7,1,9,7,9,7,11,1,11,1,7,7,7,1
627,3,11,4,11,4,4,7,10,10,10,10,4,4,4,4,5,1,7,1,7,4,4,1,1,1,7,1,7,7,4,4,4,4,4,4,1
628,3,11,4,11,12,11,12,7,9,10,9,2,10,7,9,7,7,9,4,7,1,7,4,4,4,1,4,1,4,1,4,1,1,4,1,1
629,3,11,4,11,12,11,12,7,9,7,7,2,7,2,9,9,4,1,4,1,1,1,1,4,7,1,4,7,1,1,4,1,1,1,1,7
630,3,11,4,11,12,5,9,4,4,10,9,9,9,9,7,11,6,7,2,4,4,1,1,1,4,4,1,4,1,1,1,1,4,1,1,7
631,3,11,4,5,4,4,9,4,9,4,12,10,4,4,4,1,1,2,1,1,2,1,2,1,4,1,1,1,1,7,8,2,1,1,1,2
632,3,11,4,11,12,6,10,2,3,9,2,7,7,2,2,9,1,1,1,1,4,4,1,1,1,4,1,4,1,4,1,4,2,2,2,2
633,3,11,4,11,12,12,1,4,7,7,2,9,9,1,5,1,2,4,1,2,1,1,1,4,4,1,7,1,2,2,1,2,2,2,1,2
634,3,11,4,11,12,11,12,4,11,9,1,9,2,4,9,1,1,2,11,1,1,1,1,1,1,4,7,1,7,7,7,1,1,1,7,9
635,3,11,4,11,9,9,9,4,4,9,9,7,6,4,1,7,1,1,1,9,9,9,9,9,7,7,1,1,1,1,1,7,7,7,1,7
636,3,11,4,11,12,11,12,11,11,11,1,11,9,9,9,1,7,1,1,1,9,1,9,1,9,1,1,1,9,9,1,9,9,1,1,7
637,3,11,4,11,12,11,12,11,11,11,1,11,9,9,9,4,4,1,1,1,1,1,1,2,1,1,7,1,7,7,9,9,9,9,9,9
638,3,11,4,11,12,11,12,4,2,7,2,1,1,7,7,4,9,2,2,6,1,4,7,1,1,1,1,1,1,1,7,9,7,7,7,1
639,3,11,4,11,12,11,12,4,1,4,9,9,9,9,7,4,7,1,1,1,9,7,1,7,7,7,9,1,2,1,2,1,1,7,7,1
640,3,11,4,11,12,9,11,5,5,1,5,5,9,9,2,2,1,2,9,7,2,2,2,9,2,2,2,1,7,1,1,1,7,7,1,7
641,3,11,4,11,12,11,12,4,10,4,1,9,1,4,4,4,1,1,1,1,1,7,1,1,7,1,1,1,7,7,7,1,1,1,9,9
642,3,11,4,11,2,10,7,7,7,7,11,5,8,7,4,9,12,4,1,1,7,4,1,1,4,4,1,1,4,1,1,4,1,1,1,7
643,3,11,4,11,12,11,12,11,11,11,1,11,9,9,9,1,1,4,1,1,1,9,9,1,9,1,9,9,1,9,7,9,7,1,1,5
644,3,11,4,11,12,11,12,11,11,11,1,11,9,9,9,1,1,4,9,7,1,4,1,1,11,4,1,4,1,1,1,1,7,2,7,2
645,3,11,4,11,12,11,12,11,11,11,1,11,9,1,1,1,2,7,2,9,7,1,2,7,7,7,2,2,2,7,2,1,7,6,7,7
646,3,11,4,2,11,2,8,11,4,9,7,1,9,2,7,10,1,7,7,7,9,7,9,7,9,1,1,7,7,7,1,1,7,1,7,1
647,11,6,7,10,11,4,10,4,4,5,3,10,4,1,1,1,7,7,7,7,7,1,4,4,1,4,1,1,1,1,7,7,7,7,7,7
648,3,11,4,2,11,2,2,2,2,9,9,9,9,2,9,9,1,7,7,7,4,1,4,4,4,1,4,1,1,4,1,6,6,6,5,1
649,3,11,4,2,11,2,2,11,2,9,9,9,9,7,1,7,7,1,2,1,9,9,9,7,7,1,1,7,1,7,1,1,1,1,1,1
650,3,11,4,2,11,2,2,11,9,1,9,4,4,1,2,7,1,7,12,1,2,2,7,4,1,4,6,4,1,6,4,4,1,4,1,4
651,1,3,11,7,9,9,2,1,4,1,7,2,2,7,1,1,2,4,1,2,7,1,1,1,1,1,1,7,2,7,9,2,2,9,9,9
652,3,11,4,2,11,2,8,2,7,7,9,7,9,9,5,4,5,4,4,4,4,1,4,1,4,4,1,4,1,4,4,1,1,1,9,5
653,3,11,4,2,11,2,2,11,8,4,9,2,7,6,9,6,2,6,7,4,1,7,6,4,6,1,7,4,4,6,6,7,6,6,6,7
654,3,11,4,2,8,9,2,4,4,5,5,5,9,9,6,6,7,7,1,7,6,9,7,7,7,6,4,7,6,6,4,5,6,6,6,6
655,3,12,5,11,9,3,12,2,11,4,6,6,6,6,6,7,6,6,5,5,5,5,4,6,6,9,9,7,7,1,6,1,2,7,1,7
656,3,11,4,2,11,2,8,11,4,9,2,3,6,7,4,6,6,7,7,4,4,6,6,9,7,6,5,7,6,6,6,7,6,7,7,6
657,3,11,4,2,11,2,2,11,11,4,5,1,5,7,2,2,7,9,9,6,6,6,9,7,7,7,6,6,7,6,6,6,6,6,7,4
658,3,11,4,2,11,2,8,11,7,9,10,9,7,6,6,6,6,6,6,2,6,6,7,6,6,6,6,6,6,7,7,7,2,7,7,2
659,3,11,4,2,11,2,2,11,2,9,2,9,9,4,2,9,9,5,5,5,5,5,5,9,5,5,5,5,5,9,9,9,5,12,12,12
