,org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartTest,org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain.Item,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.OrderTest,org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapperTest,org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.CategoryMapperTest,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ItemMapperTest,org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.LineItemMapperTest,org.mybatis.jpetstore.mapper.MapperTestContext,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.OrderMapperTest,org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ProductMapperTest,org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.SequenceMapperTest,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.AccountServiceTest,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.CatalogServiceTest,org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.OrderServiceTest,org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBeanTest,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBeanTest,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBeanTest,org.mybatis.jpetstore.ScreenTransitionIT,MavenWrapperDownloader$1,MavenWrapperDownloader
2223,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3
2224,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2225,18,18,18,18,18,18,18,18,18,18,18,18,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,3
2226,3,3,3,3,3,3,3,3,3,3,3,19,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,20,20,20,20,20,20,20,20,20,4,4,4
2227,4,4,4,4,4,4,4,4,4,4,4,4,4,19,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2228,19,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,11,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,19,19,19,19,19,19
2229,19,19,19,2,2,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2230,19,19,19,10,10,10,10,10,10,10,10,10,2,2,19,19,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,4,4,4,4,4,4,10,10,10,10
2231,10,10,10,10,10,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
2232,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,11,2,2,2,20,2,2,2,3,3,3,3,3,7,7,7,19,19,19,19,7,7,7,7,7,19
2233,19,19,19,19,2,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,14,19,4,19,2,2
2234,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2235,19,19,19,19,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2236,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2237,2,2,19,19,19,19,19,19,19,19,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,19,19,19,19,19,19,19,19,19
2238,19,19,19,19,19,9,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2239,15,15,15,15,19,19,19,19,19,19,19,19,19,19,19,19,19,7,7,7,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2240,7,7,3,3,3,3,3,3,3,3,3,3,3,15,12,17,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,15,15,15,15,15,15,15
2241,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2242,19,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2243,3,3,3,3,3,3,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,15,20,20,20,20,15,15,15,15,15
2244,15,15,7,7,7,7,7,7,7,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,15
2245,15,15,15,15,15,15,15,20,20,20,20,20,20,12,12,12,12,12,12,12,12,12,20,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2246,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2247,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3
2248,3,3,3,3,3,3,3,3,15,3,3,3,3,3,3,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7
2249,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,19,19,19,19,19,19,19,19,3,3,3,3,3,3,19,19,19,19,19,19,19,19,19,19,5,19,19,19
2250,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15
2251,17,17,17,17,17,17,17,17,17,18,18,11,11,11,11,18,10,10,10,10,10,10,10,10,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2252,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,17,17,17,19,19,19,19,19,19,19,19
2253,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2254,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,11,18,18,18
2255,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2256,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,11,11
2257,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,15,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20
2258,20,20,18,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2259,9,11,9,9,9,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2260,2,2,2,2,2,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2261,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2262,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3
2263,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,20,20,20,20,20,20
2264,20,20,18,18,18,18,18,18,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2265,10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,18,18,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
2266,3,3,3,10,10,10,10,10,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2267,18,18,18,18,18,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2268,3,3,3,3,8,3,3,3,3,14,3,3,3,15,15,15,15,15,15,15,15,15,15,4,15,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2269,10,10,10,10,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
2270,4,4,4,4,4,4,4,4,19,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2271,10,4,4,4,4,4,4,4,4,4,9,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2272,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2273,4,4,4,4,4,4,17,18,18,18,18,17,17,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17,17,17
2274,17,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,17
2275,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,10,10
2276,10,10,10,9,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10
2277,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,15,15,15,15,15,15,15,15,15,15,15,15,15
2278,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,10,10,10,10
2279,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10
2280,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2281,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10
2282,10,10,10,10,10,10,19,10,10,10,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2283,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2284,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,15,15,15,15,15,18,18,18,18,18,13,4,4,20,20,20,20,20,20,20,20,20
2285,20,20,20,20,20,20,20,20,20,20,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,17,17,17,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2286,17,17,17,17,17,8,8,8,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,11,11,19,11,11,11,1,12,1,1,1,1,1,1,1,1
2287,1,1,1,1,20,20,20,20,20,20,20,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,10,10,10,10,10,10,20,20,20,20,20,17,17,17,17,17
2288,11,11,11,11,11,11,18,18,18,18,18,18,8,8,8,8,8,8,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,7,7,7,7
2289,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,18,18,18
2290,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,18,18,18,18,10,10,10,10,10,10,10,10
2291,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,12,11,11
2292,11,18,18,10,10,2,10,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,12,4,4,4,4,4,8,8,8,8,20,20,20,20,20,20,20,20,11,11
2293,11,11,11,11,11,11,11,11,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10
2294,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,7,7
2295,7,7,7,7,7,7,7,7,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,8,8,8,8,8,8,8
2296,7,7,7,7,7,7,7,17,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,17,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11
2297,11,11,11,11,7,11,11,7,11,7,7,7,7,7,7,7,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,9,1,1,1,1,1,1,18,12,12
2298,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,15,15,15,15,5,5,5,5,5,5,5,5,5,5,5
2299,5,15,15,15,6,15,15,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,1,15,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2300,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,6,6,6,11,6,6,6,6,6,6,6,6,6,11,11,11,14,11,11,6
2301,6,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17
2302,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,13,15,15,15,15,15,11,11,11,11,11,11,11,11,11,11,1,10,1,1,7,7,7,7,7,7,7,7
2303,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,11,11,11,11,11,11,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15
2304,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2305,15,3,15,15,15,15,15,15,15,15,14,1,1,1,1,11,1,1,1,7,7,7,7,7,7,1,1,6,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5
2306,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,5,5,5,5,15,15,15,15,15,15,15
2307,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,11
2308,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10
2309,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2310,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,20,20,5,20,20,20,20
2311,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2312,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18
2313,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2314,20,16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2315,20,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11,11,11,11,7,11,11,11,11,11,14,11,11,11,11,11,20,11,11,11,11,11,11,11,8
2316,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2317,20,17,17,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2318,5,5,5,5,17,5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2319,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19
2320,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,19,19,19,19,19,19,19,19
2321,19,19,19,19,19,19,19,19,19,19,19,19,16,16,16,16,16,16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2322,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,20,20
2323,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2324,20,20,20,20,19,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,19,20,20,20,20,20,20,20,14
2325,20,20,20,20,20,20,20,12,12,12,19,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,18,11,11,11,11,11,11,20,20,20,20,20,15,20,20,20,20
2326,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19
2327,19,19,19,19,19,19,19,19,19,19,19,19,19,10,10,10,16,16,16,16,16,16,16,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,20,20,20
2328,20,20,20,20,20,20,20,20,1,19,19,19,19,19,1,19,19,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,12,12,12,12,12
2329,12,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3,3,20,4,20,8,8,8,8,8,8,8,8,8,8,1,8,8,8
2330,8,8,8,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2331,20,20,20,20,14,20,20,20,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,18,18,11,11,11,11,11,11,11,11,11,11,11
2332,11,11,11,11,11,16,16,16,16,16,18,18,18,18,18,18,2,2,2,2,18,18,18,18,18,18,18,18,16,16,20,20,20,20,20,20,20,20,20,20,16,20,15
2333,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,3,3,3,3,3,3,3,3
2334,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2335,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2336,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16,16
2337,1,1,1,17,17,17,17,17,17,17,16,17,17,17,17,17,17,15,11,11,11,11,19,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2338,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2339,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,11,11,11,3,11,11,3,11,11,11,11,11,11,11,11,11,11
2340,10,10,10,10,10,20,20,20,20,20,20,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,10,10,10,10,10,10,10,10,10,10,10
2341,15,15,15,15,12,11,11,11,11,11,11,11,11,15,15,15,15,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15
2342,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2343,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,17,3,3,3,3,3,4,3,3
2344,3,3,3,3,3,3,3,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2345,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20
2346,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,4,4,4,4,4,4,4,2,11,11,11,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,2,11
2347,11,11,11,11,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,19,19,19,19,19,19,19,19,19,19,19
2348,19,19,19,19,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2349,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,19,19,19,19,19,19,19,19,19,19,19,19,11,11,11,11,11
2350,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,11,11,11,11,11,11,11,11,11,19,19,19,19,19,19,19,19,19,19,17,17,17,17,17,14,14
2351,14,14,14,14,14,12,14,4,4,4,4,4,4,4,10,4,4,4,4,4,4,19,19,19,19,19,19,19,19,19,12,12,12,12,12,12,12,12,12,12,12,12,12
2352,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2353,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,19,19,19
2354,19,19,19,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,11,11,18,18,11,11,11,11,4,4,4,4,4,4,4,4,4,4
2355,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2356,4,4,4,14,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12
2357,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2358,18,18,18,18,18,5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,11,11,11,20,20,20,17,17,17,17,17,17,6,17,17,17,17,17,17
2359,17,17,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2360,20,20,20,20,20,11,11,11,11,11,11,19,19,19,19,19,19,19,19,7,10,7,7,7,3,7,7,7,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2361,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2362,12,12,12,12,12,20,20,20,20,20,20,20,20,20,18,18,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2363,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2364,18,18,18,18,18,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2365,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11,11,11,11,11,11,11,11,11,11,11,11,19,20,4,4,4,4,4,4,4,4
2366,4,4,4,4,4,4,4,4,17,17,17,17,17,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2367,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2368,4,4,4,4,4,4,4,4,4,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,4,4,4,4,4,4,4,4
